County Name,Breed,Sex,0-1 Years,1-2 Years,2-3 Years,3-4 Years,4-5 Years,Over 5 Years,Totals
Lancashire,CHI,M,0,0,0,0,1,0,1
Lancashire,CHIX,F,20,14,0,0,0,1,35
Lancashire,CHIX,M,27,18,0,0,0,1,46
Lancashire,CHL,M,0,1,0,0,0,0,1
Lancashire,CHX,F,842,864,177,118,114,717,"2,832"
Lancashire,CHX,M,767,522,96,10,4,202,"1,601"
Lancashire,DEV,F,0,1,0,0,1,10,12
Lancashire,DEV,M,1,3,0,0,0,0,4
Lancashire,DEVX,F,1,3,2,1,5,22,34
Lancashire,DEVX,M,1,16,1,1,0,1,20
Lancashire,DEX,F,13,16,24,7,4,42,106
Lancashire,DEX,M,25,11,12,1,1,3,53
Lancashire,DEXX,F,3,1,2,1,2,4,13
Lancashire,DEXX,M,2,1,0,0,0,0,3
Lancashire,DGX,F,0,0,0,0,0,2,2
Lancashire,DR,F,0,1,0,1,1,0,3
Lancashire,DRX,M,2,0,0,0,0,0,2
Lancashire,DS,F,20,12,9,4,3,23,71
Lancashire,DS,M,7,3,1,0,0,1,12
Lancashire,DSHO,F,0,0,0,0,0,1,1
Lancashire,DSX,F,12,23,23,5,2,1,66
Lancashire,DSX,M,2,4,1,0,0,0,7
Lancashire,DV,F,0,0,0,0,0,10,10
Lancashire,DVX,F,0,0,0,0,0,4,4
Lancashire,EPX,F,0,0,1,1,0,1,3
Lancashire,FR,F,0,0,0,0,0,"14,024","14,024"
Lancashire,FR,M,0,0,0,0,0,545,545
Lancashire,FRX,F,0,0,0,0,0,450,450
Lancashire,FRX,M,0,0,0,0,0,108,108
Lancashire,GA,F,10,2,11,4,0,42,69
Lancashire,GA,M,10,5,0,0,0,2,17
Lancashire,GAS,F,0,0,13,0,0,10,23
Lancashire,GAS,M,0,0,0,0,0,3,3
Lancashire,GASX,F,8,33,6,11,0,29,87
Lancashire,GASX,M,12,30,1,0,0,0,43
Lancashire,GAX,F,7,15,6,0,1,22,51
Lancashire,GAX,M,5,7,2,0,0,2,16
Lancashire,GB,F,0,0,0,0,0,1,1
Lancashire,GBX,F,2,1,0,0,0,1,4
Lancashire,GBX,M,3,1,0,0,0,0,4
Lancashire,GE,F,8,5,6,4,3,19,45
Lancashire,GE,M,2,2,0,0,1,2,7
Lancashire,GEX,F,37,12,1,0,4,24,78
Lancashire,GEX,M,35,10,0,0,0,2,47
Lancashire,GL,F,1,1,0,0,1,3,6
Lancashire,GL,M,2,0,0,0,0,0,2
Lancashire,GLX,M,2,0,0,0,0,0,2
Lancashire,GU,F,1,0,0,0,0,1,2
Lancashire,GUX,F,0,0,1,3,2,1,7
Lancashire,H,F,0,0,0,0,0,106,106
Lancashire,H,M,0,0,0,0,0,17,17
Lancashire,HE,F,121,108,55,45,26,106,461
Lancashire,HE,M,136,76,33,17,13,10,285
Lancashire,HEBL,F,0,0,0,0,0,4,4
Lancashire,HEBLX,F,0,0,0,0,0,36,36
Lancashire,HER,F,0,0,0,0,0,17,17
Lancashire,HERX,F,0,0,0,0,0,20,20
Lancashire,HERX,M,0,0,0,0,0,1,1
Lancashire,HEX,F,696,621,227,83,88,287,"2,002"
Lancashire,HEX,M,659,573,97,13,2,24,"1,368"
Lancashire,HF,F,"13,209","12,755","13,557","11,726","10,040","17,552","78,839"
Lancashire,HF,M,"4,666","2,308",808,164,65,144,"8,155"
Lancashire,HFX,F,747,686,654,641,608,"1,053","4,389"
Lancashire,HFX,M,361,146,33,11,5,10,566
Lancashire,HI,F,56,62,40,33,22,158,371
Lancashire,HI,M,48,47,32,14,3,15,159
Lancashire,HIX,F,8,7,3,3,0,25,46
Lancashire,HIX,M,10,4,1,0,0,0,15
Lancashire,HL,F,0,0,0,0,0,10,10
Lancashire,HLX,F,0,0,0,0,0,1,1
Lancashire,HO,F,"1,965","1,832","1,847","1,827","1,625","2,683","11,779"
Lancashire,HO,M,537,219,112,36,24,67,995
Lancashire,HOX,F,81,118,266,233,128,303,"1,129"
Lancashire,HOX,M,33,4,4,0,1,1,43
Lancashire,HX,F,0,0,0,0,0,195,195
Lancashire,HX,M,0,0,0,0,0,68,68
Lancashire,IM,F,0,0,1,2,0,0,3
Lancashire,IM,M,1,0,1,0,0,0,2
Lancashire,IMX,M,1,0,0,0,0,0,1
Lancashire,JE,F,175,142,170,121,102,227,937
Lancashire,JE,M,18,7,3,2,1,2,33
Lancashire,JEX,F,51,34,63,83,29,24,284
Lancashire,JEX,M,5,4,2,0,0,1,12
Lancashire,JY,F,7,0,0,0,0,0,7
Lancashire,JY,M,2,0,0,0,0,0,2
Lancashire,KE,F,0,0,0,0,1,0,1
Lancashire,LH,F,14,11,9,10,7,21,72
Lancashire,LH,M,8,2,1,0,0,1,12
Lancashire,LHX,F,6,12,9,0,2,7,36
Lancashire,LHX,M,2,19,2,0,0,0,23
Lancashire,LI,F,0,0,0,0,0,263,263
Lancashire,LI,M,0,0,0,0,0,109,109
Lancashire,LIM,F,"1,201","1,007",477,291,267,851,"4,094"
Lancashire,LIM,M,"1,138",642,171,86,69,189,"2,295"
Lancashire,LIM X,F,0,0,0,0,0,1,1
Lancashire,LIMB,F,0,0,0,0,0,20,20
Lancashire,LIMBX,F,0,0,0,0,0,96,96
Lancashire,LIMBX,M,0,0,0,0,0,5,5
Lancashire,LIMR,F,0,0,0,0,0,25,25
Lancashire,LIMR,M,0,0,0,0,0,6,6
Lancashire,LIMRX,F,0,0,0,0,0,60,60
Lancashire,LIMRX,M,0,0,0,0,0,7,7
Lancashire,LIMX,F,"5,511","4,835","1,416",885,854,"2,806","16,307"
Lancashire,LIMX,M,"5,179","3,419",717,75,60,163,"9,613"
Lancashire,LIX,F,0,0,0,0,0,"1,098","1,098"
Lancashire,LIX,M,0,0,0,0,0,414,414
Lancashire,LM,F,0,0,0,0,0,23,23
Lancashire,LM,M,0,0,0,0,0,3,3
Lancashire,LMX,F,0,0,0,0,0,48,48
Lancashire,LR,F,5,20,18,1,17,10,71
Lancashire,LR,M,10,5,1,0,0,1,17
Lancashire,LRX,F,21,0,1,0,0,1,23
Lancashire,LRX,M,15,0,0,0,0,0,15
Lancashire,LU,F,12,0,2,0,0,14,28
Lancashire,LUX,F,0,0,0,0,0,15,15
Lancashire,MA,F,0,0,0,1,0,0,1
Lancashire,MAR,F,0,0,0,0,0,1,1
Lancashire,MAR,M,0,0,0,0,0,1,1
Lancashire,MARX,F,0,0,0,0,0,3,3
Lancashire,MARX,M,0,0,0,0,0,1,1
Lancashire,MG,F,12,7,15,10,10,50,104
Lancashire,MG,M,16,3,0,0,0,3,22
Lancashire,MGX,F,1,7,0,0,0,12,20
Lancashire,MGX,M,0,5,1,0,0,0,6
Lancashire,MO,F,6,6,10,12,2,9,45
Lancashire,MO,M,5,5,2,0,0,0,12
Lancashire,MOX,F,183,145,33,31,8,5,405
Lancashire,MOX,M,168,122,1,0,0,0,291
Lancashire,MRI,F,32,37,31,23,25,119,267
Lancashire,MRI,M,29,21,4,2,1,10,67
Lancashire,MRIX,F,11,11,13,28,50,124,237
Lancashire,MRIX,M,18,4,1,0,0,6,29
Lancashire,ND,F,0,0,0,0,0,5,5
Lancashire,NDX,F,0,0,0,0,0,2,2
Lancashire,NO,F,0,0,5,1,0,0,6
Lancashire,NOX,F,0,0,0,8,0,1,9
Lancashire,NR,F,5,0,0,0,0,0,5
Lancashire,NR,M,3,0,0,0,0,0,3
Lancashire,NRX,F,60,0,0,0,1,1,62
Lancashire,NRX,M,24,0,0,0,0,0,24
Lancashire,NS,F,0,0,0,0,0,831,831
Lancashire,NS,M,0,0,0,0,0,2,2
Lancashire,OB,F,0,0,0,0,0,1,1
Lancashire,OO,F,0,0,0,0,0,2,2
Lancashire,PA,F,3,0,7,0,0,5,15
Lancashire,PA,M,1,2,0,1,0,2,6
Lancashire,PAX,F,33,22,2,1,0,2,60
Lancashire,PAX,M,27,27,0,0,0,1,55
Lancashire,PI,F,4,2,4,4,0,21,35
Lancashire,PI,M,3,3,0,2,0,12,20
Lancashire,PIX,F,28,33,14,15,4,43,137
Lancashire,PIX,M,20,18,2,4,0,21,65
Lancashire,ROT,F,0,0,0,0,0,7,7
Lancashire,ROTX,F,0,0,0,0,0,3,3
Lancashire,RP,F,28,31,2,2,17,29,109
Lancashire,RP,M,27,8,0,1,1,1,38
Lancashire,RPX,F,9,2,1,1,2,3,18
Lancashire,RPX,M,7,8,0,1,0,1,17
Lancashire,RWFR,F,0,0,0,0,0,6,6
Lancashire,RWFR,M,1,0,0,0,0,0,1
Lancashire,SA,F,35,35,17,13,28,90,218
Lancashire,SA,M,29,18,3,3,1,33,87
Lancashire,SAX,F,27,69,23,61,17,160,357
Lancashire,SAX,M,29,103,19,18,1,21,191
Lancashire,SBX,F,0,0,0,0,1,0,1
Lancashire,SBX,M,1,0,0,0,0,0,1
Lancashire,SD,F,53,54,8,22,5,30,172
Lancashire,SD,M,47,39,3,0,1,2,92
Lancashire,SDX,F,20,23,18,5,6,22,94
Lancashire,SDX,M,20,24,1,0,0,1,46
Lancashire,SG,M,1,0,0,0,0,0,1
Lancashire,SH,F,0,1,0,0,0,0,1
Lancashire,SH,M,2,0,0,0,1,0,3
Lancashire,SHO,F,29,25,19,16,8,70,167
Lancashire,SHO,M,34,38,5,3,0,3,83
Lancashire,SHOX,F,20,28,9,16,13,34,120
Lancashire,SHOX,M,25,29,2,0,0,4,60
Lancashire,SHX,F,0,1,0,0,0,6,7
Lancashire,SM,F,190,168,51,69,42,318,838
Lancashire,SM,M,150,115,32,15,17,96,425
Lancashire,SMX,F,"1,196",805,218,161,170,918,"3,468"
Lancashire,SMX,M,"1,142",612,90,10,10,194,"2,058"
Lancashire,SRW,F,14,2,9,9,0,0,34
Lancashire,SRW,M,12,3,0,0,0,0,15
Lancashire,SRWX,F,111,26,1,1,2,2,143
Lancashire,SRWX,M,90,36,1,0,0,0,127
Lancashire,STX,F,21,5,1,3,0,0,30
Lancashire,STX,M,11,12,0,0,0,0,23
Lancashire,SUX,F,0,0,5,3,2,3,13
Lancashire,SUX,M,0,0,0,0,0,1,1
Lancashire,WAX,F,0,3,0,0,0,0,3
Lancashire,WB,F,22,15,0,1,1,61,100
Lancashire,WB,M,5,5,0,0,0,6,16
Lancashire,WBX,F,32,34,17,2,7,70,162
Lancashire,WBX,M,28,21,4,1,0,3,57
Lancashire,WG,F,0,3,0,0,3,2,8
Lancashire,WG,M,0,1,0,0,0,1,2
Lancashire,WGX,M,0,0,0,0,0,1,1
Lancashire,WP,F,5,4,7,2,1,15,34
Lancashire,WP,M,5,3,0,0,0,2,10
Lancashire,WPX,F,1,0,0,0,0,0,1
Lancashire,WPX,M,0,1,0,0,0,0,1
Lancashire,WS,F,0,0,2,0,0,0,2
Lancashire,WS,M,0,1,0,0,1,0,2
Lancashire,WSX,F,3,0,1,4,6,14,28
Lancashire,WSX,M,1,12,2,0,1,0,16
Lancashire,ZE,M,0,0,0,1,0,0,1
Leicestershire,AA,F,95,97,39,29,36,175,471
Leicestershire,AA,M,130,207,39,16,9,46,447
Leicestershire,AAX,F,"1,000",718,327,150,105,540,"2,840"
Leicestershire,AAX,M,"1,047","1,128",216,4,8,58,"2,461"
Leicestershire,AR,F,0,0,0,0,0,1,1
Leicestershire,ARX,F,2,0,0,0,0,0,2
Leicestershire,AY,F,61,44,43,46,63,97,354
Leicestershire,AY,M,24,8,3,2,0,3,40
Leicestershire,AYX,F,3,5,6,7,3,3,27
Leicestershire,AYX,M,4,2,0,0,0,0,6
Leicestershire,BA,F,59,48,48,42,21,151,369
Leicestershire,BA,M,44,48,29,8,8,45,182
Leicestershire,BAB,M,0,0,0,0,0,1,1
Leicestershire,BABX,F,0,0,0,0,0,17,17
Leicestershire,BAL,F,0,1,1,1,2,6,11
Leicestershire,BAL,M,0,1,2,0,0,1,4
Leicestershire,BALX,F,12,0,4,0,1,2,19
Leicestershire,BALX,M,15,1,2,0,0,0,18
Leicestershire,BAR,F,0,0,0,0,0,1,1
Leicestershire,BARX,F,0,0,0,0,0,22,22
Leicestershire,BAW,F,0,0,0,0,0,1,1
Leicestershire,BAW,M,0,0,0,0,0,1,1
Leicestershire,BAWX,F,0,0,0,0,0,2,2
Leicestershire,BAX,F,818,874,300,164,116,576,"2,848"
Leicestershire,BAX,M,776,723,153,12,4,53,"1,721"
Leicestershire,BAZ,F,26,36,37,16,15,55,185
Leicestershire,BAZ,M,33,14,6,4,2,10,69
Leicestershire,BAZ X,F,0,0,0,0,0,3,3
Leicestershire,BAZX,F,129,98,46,39,35,76,423
Leicestershire,BAZX,M,128,79,6,0,1,1,215
Leicestershire,BB,F,72,98,61,17,10,148,406
Leicestershire,BB,M,103,113,29,5,9,33,292
Leicestershire,BBX,F,"1,116","1,066",321,134,109,454,"3,200"
Leicestershire,BBX,M,"1,275","1,052",315,12,3,48,"2,705"
Leicestershire,BEL,F,0,0,0,0,0,12,12
Leicestershire,BF,F,617,677,755,706,766,"1,540","5,061"
Leicestershire,BF,M,757,564,174,28,12,21,"1,556"
Leicestershire,BFX,F,56,11,12,10,27,55,171
