County Name,Breed,Sex,0-1 Years,1-2 Years,2-3 Years,3-4 Years,4-5 Years,Over 5 Years,Totals
Bedfordshire,AA,F,43,66,1,4,10,11,135
Bedfordshire,AA,M,25,111,25,2,3,7,173
Bedfordshire,AAX,F,170,192,46,17,16,63,504
Bedfordshire,AAX,M,152,395,151,1,0,11,710
Bedfordshire,AN,F,0,0,0,0,0,3,3
Bedfordshire,AN,M,0,0,0,0,0,1,1
Bedfordshire,AY,F,0,0,0,1,0,0,1
Bedfordshire,AY,M,0,5,3,0,0,0,8
Bedfordshire,AYX,F,0,2,3,0,0,0,5
Bedfordshire,AYX,M,0,2,0,0,0,0,2
Bedfordshire,BA,F,1,18,0,2,5,4,30
Bedfordshire,BA,M,2,19,1,0,0,4,26
Bedfordshire,BABX,F,0,0,0,0,0,3,3
Bedfordshire,BAR,F,0,0,0,0,0,4,4
Bedfordshire,BAX,F,96,137,18,4,10,57,322
Bedfordshire,BAX,M,62,151,15,0,0,2,230
Bedfordshire,BAZX,F,1,1,0,0,0,0,2
Bedfordshire,BB,F,21,20,12,2,1,25,81
Bedfordshire,BB,M,14,16,5,2,1,13,51
Bedfordshire,BBX,F,182,217,110,20,18,59,606
Bedfordshire,BBX,M,114,136,83,0,0,14,347
Bedfordshire,BF,F,41,26,25,32,54,91,269
Bedfordshire,BF,M,29,100,31,0,0,0,160
Bedfordshire,BFX,F,0,5,8,0,0,1,14
Bedfordshire,BFX,M,0,4,3,0,0,0,7
Bedfordshire,BG,F,0,1,0,0,0,1,2
Bedfordshire,BG,M,0,0,0,0,0,1,1
Bedfordshire,BGX,F,0,0,1,0,0,0,1
Bedfordshire,BGX,M,0,1,1,0,0,0,2
Bedfordshire,BH,F,0,0,0,0,0,1,1
Bedfordshire,BH,M,0,0,0,0,0,1,1
Bedfordshire,BI,F,4,3,0,2,3,6,18
Bedfordshire,BI,M,3,1,2,2,1,2,11
Bedfordshire,BLGX,F,0,0,0,0,0,1,1
Bedfordshire,BSH,F,0,0,0,1,1,1,3
Bedfordshire,BSH,M,12,11,0,0,0,1,24
Bedfordshire,BSHX,F,6,1,0,0,0,0,7
Bedfordshire,BSHX,M,3,15,0,0,0,0,18
Bedfordshire,BSX,F,0,1,1,5,3,0,10
Bedfordshire,BSX,M,1,2,0,0,0,0,3
Bedfordshire,BW,F,19,14,6,12,7,15,73
Bedfordshire,BW,M,17,6,3,0,0,1,27
Bedfordshire,BWX,F,7,3,0,3,1,14,28
Bedfordshire,BWX,M,14,4,0,0,0,0,18
Bedfordshire,CB,F,0,0,0,0,0,3,3
Bedfordshire,CH,F,11,32,5,2,8,58,116
Bedfordshire,CH,M,20,48,13,0,2,12,95
Bedfordshire,CHX,F,176,221,75,31,24,267,794
Bedfordshire,CHX,M,114,245,63,1,1,8,432
Bedfordshire,DEV,F,13,10,11,6,5,16,61
Bedfordshire,DEV,M,10,5,3,1,0,1,20
Bedfordshire,DEVX,F,3,23,1,0,0,11,38
Bedfordshire,DEVX,M,6,21,2,0,0,0,29
Bedfordshire,DEX,F,7,10,12,6,6,24,65
Bedfordshire,DEX,M,12,13,3,3,1,3,35
Bedfordshire,DEXX,F,1,0,0,0,0,0,1
Bedfordshire,DG,F,0,0,0,0,0,17,17
Bedfordshire,DS,F,0,0,0,0,1,0,1
Bedfordshire,DS,M,1,0,0,0,0,0,1
Bedfordshire,DVX,F,0,0,0,0,0,1,1
Bedfordshire,FR,F,0,0,0,0,0,292,292
Bedfordshire,FR,M,0,0,0,0,0,34,34
Bedfordshire,FRX,F,0,0,0,0,0,10,10
Bedfordshire,FRX,M,0,0,0,0,0,3,3
Bedfordshire,GA,F,22,19,16,4,0,46,107
Bedfordshire,GA,M,19,31,4,0,0,4,58
Bedfordshire,GAX,F,0,1,1,1,0,5,8
Bedfordshire,GBX,M,0,1,0,0,0,0,1
Bedfordshire,GE,F,0,0,0,0,0,1,1
Bedfordshire,GE,M,0,0,0,0,1,3,4
Bedfordshire,GEX,F,8,20,2,0,1,4,35
Bedfordshire,GEX,M,31,15,0,0,0,0,46
Bedfordshire,GU,M,0,0,2,0,0,0,2
Bedfordshire,GUX,M,0,1,0,0,0,0,1
Bedfordshire,H,F,0,0,0,0,0,8,8
Bedfordshire,H,M,0,0,0,0,0,2,2
Bedfordshire,HE,F,18,6,14,8,3,13,62
Bedfordshire,HE,M,10,17,3,1,1,2,34
Bedfordshire,HEBL,F,0,0,0,0,0,6,6
Bedfordshire,HEBLX,F,0,0,0,0,0,14,14
Bedfordshire,HERX,F,0,0,0,0,0,2,2
Bedfordshire,HEX,F,49,118,59,35,22,92,375
Bedfordshire,HEX,M,51,102,47,3,1,3,207
Bedfordshire,HF,F,279,407,411,285,205,334,"1,921"
Bedfordshire,HF,M,89,109,65,2,4,17,286
Bedfordshire,HFX,F,0,1,1,0,0,2,4
Bedfordshire,HFX,M,9,19,3,0,0,0,31
Bedfordshire,HI,F,9,3,5,3,5,24,49
Bedfordshire,HI,M,7,10,1,0,1,1,20
Bedfordshire,HIX,F,2,5,2,1,0,3,13
Bedfordshire,HIX,M,7,2,0,3,0,0,12
Bedfordshire,HO,F,110,34,31,21,22,36,254
Bedfordshire,HO,M,10,26,8,1,2,1,48
Bedfordshire,HOX,F,48,18,21,10,5,0,102
Bedfordshire,HOX,M,4,0,0,1,0,0,5
Bedfordshire,HX,F,0,0,0,0,0,37,37
Bedfordshire,HX,M,0,0,0,0,0,3,3
Bedfordshire,JE,F,108,83,80,67,49,137,524
Bedfordshire,JE,M,4,3,2,0,0,0,9
Bedfordshire,JEX,F,4,7,15,0,0,0,26
Bedfordshire,JEX,M,0,2,0,0,0,0,2
Bedfordshire,LH,F,7,5,2,1,4,16,35
Bedfordshire,LH,M,5,16,0,0,0,1,22
Bedfordshire,LHX,F,0,0,0,0,0,1,1
Bedfordshire,LI,F,0,0,0,0,0,6,6
Bedfordshire,LI,M,0,0,0,0,0,5,5
Bedfordshire,LIM,F,26,33,3,8,4,25,99
Bedfordshire,LIM,M,24,146,13,4,5,15,207
Bedfordshire,LIM X,F,0,0,0,0,0,1,1
Bedfordshire,LIMBX,F,0,0,0,0,0,7,7
Bedfordshire,LIMBX,M,0,0,0,0,0,1,1
Bedfordshire,LIMR,F,0,0,0,0,0,1,1
Bedfordshire,LIMRX,F,0,0,0,0,0,11,11
Bedfordshire,LIMRX,M,0,0,0,0,0,1,1
Bedfordshire,LIMX,F,357,381,143,63,56,222,"1,222"
Bedfordshire,LIMX,M,346,477,80,9,0,8,920
Bedfordshire,LIX,F,0,0,0,0,0,93,93
Bedfordshire,LIX,M,0,0,0,0,0,20,20
Bedfordshire,LMX,F,0,0,0,0,0,1,1
Bedfordshire,LR,F,0,0,0,4,1,19,24
Bedfordshire,LR,M,1,0,0,0,0,0,1
Bedfordshire,MARX,F,0,0,0,0,0,1,1
Bedfordshire,MG,F,0,0,0,0,0,1,1
Bedfordshire,MGX,F,0,0,0,0,0,5,5
Bedfordshire,MGX,M,0,1,1,0,0,0,2
Bedfordshire,MO,F,0,0,0,0,0,2,2
Bedfordshire,MOX,F,1,3,1,1,0,0,6
Bedfordshire,MOX,M,3,0,0,0,0,0,3
Bedfordshire,MRI,F,0,0,0,0,0,2,2
Bedfordshire,MRI,M,0,0,3,0,0,0,3
Bedfordshire,MRIX,F,0,1,0,0,0,0,1
Bedfordshire,MRIX,M,0,7,0,0,0,0,7
Bedfordshire,NO,F,0,0,0,1,1,0,2
Bedfordshire,NO,M,0,1,0,0,0,0,1
Bedfordshire,NOX,F,1,1,0,0,0,0,2
Bedfordshire,NS,F,0,0,0,0,0,57,57
Bedfordshire,PI,F,0,0,0,0,0,1,1
Bedfordshire,PI,M,0,1,0,0,0,0,1
Bedfordshire,PIX,F,0,2,0,0,0,2,4
Bedfordshire,PIX,M,0,10,0,0,0,0,10
Bedfordshire,RP,F,4,4,4,1,1,10,24
Bedfordshire,RP,M,4,8,2,1,0,0,15
Bedfordshire,RPX,F,4,0,0,1,0,2,7
Bedfordshire,RPX,M,1,0,1,0,0,0,2
Bedfordshire,SAX,F,0,2,0,2,0,3,7
Bedfordshire,SAX,M,1,7,0,0,0,0,8
Bedfordshire,SD,F,9,2,5,6,2,9,33
Bedfordshire,SD,M,6,3,1,1,1,2,14
Bedfordshire,SDX,F,18,11,12,1,0,19,61
Bedfordshire,SDX,M,20,1,15,0,0,1,37
Bedfordshire,SH,F,1,4,0,2,1,3,11
Bedfordshire,SH,M,3,0,0,0,0,1,4
Bedfordshire,SHO,M,1,1,4,0,0,0,6
Bedfordshire,SHOX,F,1,0,0,0,0,0,1
Bedfordshire,SHOX,M,0,2,0,0,0,0,2
Bedfordshire,SHX,F,0,1,0,0,0,0,1
Bedfordshire,SHX,M,0,1,0,0,0,0,1
Bedfordshire,SM,F,30,35,16,10,6,32,129
Bedfordshire,SM,M,20,29,4,1,1,8,63
Bedfordshire,SMX,F,167,167,59,46,29,202,670
Bedfordshire,SMX,M,147,201,55,5,1,25,434
Bedfordshire,SOB,F,0,0,1,0,0,0,1
Bedfordshire,SOB,M,0,0,2,0,0,0,2
Bedfordshire,SOBX,F,0,0,0,0,0,1,1
Bedfordshire,SRWX,M,1,0,0,0,0,0,1
Bedfordshire,SU,F,5,1,0,4,0,4,14
Bedfordshire,SU,M,0,1,4,0,0,1,6
Bedfordshire,SUX,F,11,15,7,6,7,14,60
Bedfordshire,SUX,M,15,8,9,0,0,0,32
Bedfordshire,WBX,F,1,1,0,0,0,1,3
Bedfordshire,WP,F,0,0,3,0,0,0,3
Berkshire,AA,F,67,117,42,18,38,64,346
Berkshire,AA,M,65,92,12,5,6,14,194
Berkshire,AAX,F,563,640,147,85,54,392,"1,881"
Berkshire,AAX,M,597,455,58,3,4,42,"1,159"
Berkshire,ARX,F,0,0,1,0,0,0,1
Berkshire,AY,F,80,66,57,49,33,89,374
Berkshire,AY,M,10,3,1,0,0,1,15
Berkshire,AYX,F,1,9,24,20,6,2,62
Berkshire,AYX,M,0,12,0,0,0,0,12
Berkshire,BA,F,17,13,1,0,5,10,46
Berkshire,BA,M,6,5,2,0,0,4,17
Berkshire,BABX,F,0,0,0,0,0,4,4
Berkshire,BAWX,F,0,0,0,0,0,1,1
Berkshire,BAX,F,26,110,29,4,17,50,236
Berkshire,BAX,M,36,31,1,0,1,2,71
Berkshire,BAZX,F,0,0,0,2,0,1,3
Berkshire,BB,F,24,36,25,17,21,18,141
Berkshire,BB,M,13,25,2,2,1,10,53
Berkshire,BBX,F,184,363,89,47,29,142,854
Berkshire,BBX,M,227,133,26,2,0,23,411
Berkshire,BF,F,72,108,55,129,116,232,712
Berkshire,BF,M,141,181,68,8,7,14,419
Berkshire,BFX,F,28,63,18,13,0,1,123
Berkshire,BFX,M,44,55,3,0,1,0,103
Berkshire,BG,F,10,5,0,8,3,4,30
Berkshire,BG,M,7,3,0,0,0,0,10
Berkshire,BGX,F,1,3,1,0,0,1,6
Berkshire,BGX,M,3,2,0,0,0,0,5
Berkshire,BH,F,0,0,0,0,0,2,2
Berkshire,BLG,F,0,0,0,0,0,1,1
Berkshire,BS,F,1,0,4,0,0,3,8
Berkshire,BS,M,1,1,0,0,0,1,3
Berkshire,BSH,F,2,1,3,0,0,2,8
Berkshire,BSH,M,1,5,0,0,0,1,7
Berkshire,BSHX,F,24,21,5,17,4,9,80
Berkshire,BSHX,M,10,15,0,0,0,0,25
Berkshire,BSX,F,0,7,4,16,13,5,45
Berkshire,BSX,M,0,17,0,0,0,0,17
Berkshire,BU,F,7,13,0,0,0,0,20
Berkshire,BU,M,54,44,8,0,0,0,106
Berkshire,BW,F,17,13,11,11,9,31,92
Berkshire,BW,M,19,20,4,0,0,6,49
Berkshire,BWX,F,20,19,1,1,0,10,51
Berkshire,BWX,M,28,7,0,0,0,4,39
Berkshire,CB,F,0,0,2,0,8,10,20
Berkshire,CH,F,38,35,20,11,30,117,251
Berkshire,CH,M,39,25,2,5,8,21,100
Berkshire,CHX,F,369,336,44,25,50,298,"1,122"
Berkshire,CHX,M,348,180,18,1,1,32,580
Berkshire,DEV,F,6,1,2,1,1,5,16
Berkshire,DEV,M,9,0,0,0,0,0,9
Berkshire,DEVX,F,14,14,29,2,3,7,69
Berkshire,DEVX,M,11,3,7,0,0,0,21
Berkshire,DEX,F,44,23,24,15,21,77,204
Berkshire,DEX,M,53,22,11,2,1,13,102
Berkshire,DS,F,0,1,1,1,0,6,9
Berkshire,DS,M,0,6,1,1,0,0,8
Berkshire,DSX,F,1,0,0,0,0,0,1
Berkshire,DV,F,0,0,0,0,0,12,12
Berkshire,DV,M,0,0,0,0,0,1,1
Berkshire,DVX,F,0,0,0,0,0,2,2
Berkshire,FR,F,0,0,0,0,0,891,891
Berkshire,FR,M,0,0,0,0,0,38,38
Berkshire,FRX,F,0,0,0,0,0,40,40
Berkshire,FRX,M,0,0,0,0,0,7,7
Berkshire,GA,F,0,0,0,5,3,20,28
Berkshire,GA,M,0,2,0,0,1,1,4
Berkshire,GE,F,0,1,0,0,0,2,3
Berkshire,GEX,F,0,1,1,0,4,2,8
Berkshire,GEX,M,4,0,0,0,0,0,4
Berkshire,GL,F,1,0,1,0,1,4,7
Berkshire,GL,M,0,0,1,0,0,0,1
Berkshire,GLX,F,0,0,1,0,0,1,2
Berkshire,GU,F,14,15,13,15,16,73,146
Berkshire,GU,M,0,1,0,0,0,0,1
Berkshire,GUX,F,2,1,0,0,0,1,4
Berkshire,GUX,M,2,0,0,0,0,0,2
Berkshire,H,F,0,0,0,0,0,35,35
Berkshire,H,M,0,0,0,0,0,5,5
Berkshire,HE,F,42,42,17,19,27,72,219
Berkshire,HE,M,52,56,7,0,2,8,125
Berkshire,HEBL,F,0,0,0,0,0,4,4
Berkshire,HEBLX,F,0,0,0,0,0,18,18
Berkshire,HER,F,0,0,0,0,0,5,5
Berkshire,HER,M,0,0,0,0,0,2,2
Berkshire,HERX,F,0,0,0,0,0,10,10
Berkshire,HERX,M,0,0,0,0,0,2,2
Berkshire,HEX,F,186,316,66,89,95,282,"1,034"
Berkshire,HEX,M,194,223,40,10,2,1,470
Berkshire,HF,F,993,794,753,627,651,"1,084","4,902"
Berkshire,HF,M,597,459,71,10,7,17,"1,161"
Berkshire,HFX,F,90,73,73,52,59,116,463
Berkshire,HFX,M,46,6,17,0,0,4,73
Berkshire,HI,F,14,22,7,11,16,57,127
Berkshire,HI,M,23,22,9,1,0,5,60
Berkshire,HIX,F,1,1,0,6,0,2,10
Berkshire,HIX,M,0,1,0,0,0,0,1
Berkshire,HO,F,146,153,141,104,80,66,690
Berkshire,HO,M,87,70,4,0,0,4,165
Berkshire,HOX,F,0,1,0,0,0,13,14
Berkshire,HOX,M,4,0,0,0,0,0,4
Berkshire,HX,F,0,0,0,0,0,67,67
Berkshire,HX,M,0,0,0,0,0,8,8
Berkshire,IM,F,0,0,0,0,0,1,1
Berkshire,IM,M,1,0,0,0,0,0,1
Berkshire,JE,F,66,70,26,30,49,98,339
Berkshire,JE,M,15,15,0,0,0,1,31
Berkshire,JEX,F,65,3,2,0,1,4,75
Berkshire,JEX,M,38,24,0,0,0,0,62
Berkshire,JY,F,1,0,0,0,0,0,1
Berkshire,LH,F,4,3,2,2,2,12,25
Berkshire,LH,M,1,5,2,0,1,0,9
Berkshire,LHX,F,5,2,2,1,2,2,14
Berkshire,LHX,M,0,1,0,0,0,0,1
Berkshire,LI,F,0,0,0,0,0,5,5
Berkshire,LI,M,0,0,0,0,0,6,6
Berkshire,LIM,F,32,39,8,3,4,24,110
Berkshire,LIM,M,49,13,6,4,2,5,79
Berkshire,LIM X,F,0,0,0,0,0,1,1
Berkshire,LIMB,F,0,0,0,0,0,1,1
Berkshire,LIMBX,F,0,0,0,0,0,10,10
Berkshire,LIMBX,M,0,0,0,0,0,1,1
Berkshire,LIMRX,F,0,0,0,0,0,13,13
Berkshire,LIMX,F,356,418,77,31,61,142,"1,085"
Berkshire,LIMX,M,391,256,47,3,1,10,708
Berkshire,LIX,F,0,0,0,0,0,68,68
Berkshire,LIX,M,0,0,0,0,0,28,28
Berkshire,LMX,F,0,0,0,0,0,1,1
Berkshire,LR,F,5,2,0,0,1,3,11
Berkshire,LR,M,1,1,0,0,0,0,2
Berkshire,LRX,F,0,1,0,0,0,0,1
Berkshire,MAR,F,0,0,2,0,0,0,2
Berkshire,MAR,M,0,0,0,0,0,1,1
Berkshire,MARX,F,3,3,4,3,9,15,37
Berkshire,MARX,M,5,0,0,0,0,1,6
Berkshire,MG,F,0,0,1,0,0,1,2
Berkshire,MG,M,0,0,0,0,0,1,1
Berkshire,MGX,F,0,0,0,0,0,6,6
Berkshire,MO,M,0,1,0,0,0,0,1
Berkshire,MOX,F,0,0,1,0,0,0,1
Berkshire,MOX,M,3,0,1,0,0,0,4
Berkshire,MRI,F,0,0,0,0,0,1,1
Berkshire,MRIX,F,0,0,0,0,0,4,4
Berkshire,MRIX,M,2,5,0,0,0,0,7
Berkshire,ND,F,0,0,0,0,0,3,3
Berkshire,NO,F,0,0,0,5,0,0,5
Berkshire,NO,M,0,8,0,0,0,0,8
Berkshire,NRX,F,3,0,0,0,0,0,3
Berkshire,NS,F,0,0,0,0,0,40,40
Berkshire,NS,M,0,0,0,0,0,1,1
Berkshire,PI,F,13,11,0,0,0,0,24
Berkshire,PI,M,7,12,0,0,0,1,20
Berkshire,PIX,F,2,4,3,5,1,4,19
Berkshire,PIX,M,1,2,0,0,0,1,4
Berkshire,ROX,F,0,0,0,0,0,3,3
Berkshire,RP,F,14,5,5,1,3,23,51
Berkshire,RP,M,8,5,0,1,0,1,15
Berkshire,RPX,F,0,0,0,1,1,2,4
Berkshire,RPX,M,0,0,0,0,0,4,4
Berkshire,SA,F,0,2,3,0,0,20,25
Berkshire,SA,M,0,9,1,0,0,0,10
Berkshire,SAX,F,2,12,0,0,0,23,37
Berkshire,SAX,M,1,0,1,0,0,0,2
Berkshire,SD,F,13,32,37,19,9,33,143
Berkshire,SD,M,24,23,7,2,1,7,64
Berkshire,SDX,F,101,100,19,22,17,12,271
Berkshire,SDX,M,102,88,2,0,1,0,193
Berkshire,SH,F,0,0,0,0,0,1,1
Berkshire,SHO,F,0,0,0,0,42,5,47
Berkshire,SHO,M,0,0,1,0,0,0,1
Berkshire,SHOX,F,0,2,0,0,1,3,6
Berkshire,SHOX,M,2,7,0,0,0,0,9
Berkshire,SHX,F,0,1,0,0,1,1,3
Berkshire,SM,F,41,45,30,13,11,54,194
Berkshire,SM,M,37,27,9,1,2,16,92
Berkshire,SMX,F,306,406,138,84,124,609,"1,667"
Berkshire,SMX,M,297,152,24,2,2,22,499
Berkshire,SRWX,F,0,2,0,0,0,0,2
Berkshire,SRWX,M,6,6,0,0,0,0,12
Berkshire,SU,F,45,44,18,8,7,64,186
Berkshire,SU,M,33,35,3,1,1,1,74
Berkshire,SUX,F,1,7,10,1,5,10,34
Berkshire,SUX,M,2,4,9,1,0,1,17
Berkshire,WB,M,0,1,0,0,0,0,1
Berkshire,WBX,F,1,0,1,0,0,0,2
Berkshire,WBX,M,3,0,0,0,0,0,3
Berkshire,WG,F,7,5,0,0,0,3,15
Berkshire,WG,M,6,1,0,0,0,0,7
Berkshire,WP,F,0,3,0,0,0,3,6
Berkshire,WP,M,0,5,2,1,0,0,8
Berkshire,WPX,F,0,0,0,0,0,2,2
Buckinghamshire,AA,F,238,183,101,70,50,142,784
Buckinghamshire,AA,M,264,242,62,18,7,47,640
Buckinghamshire,AAX,F,995,952,272,128,128,394,"2,869"
Buckinghamshire,AAX,M,"1,060","1,332",226,8,2,15,"2,643"
Buckinghamshire,ARX,M,1,0,0,0,0,0,1
Buckinghamshire,AY,F,17,25,50,27,20,106,245
Buckinghamshire,AY,M,6,9,15,6,0,3,39
Buckinghamshire,AYX,F,0,1,0,0,1,2,4
Buckinghamshire,AYX,M,0,2,0,0,0,0,2
Buckinghamshire,BA,F,8,25,10,7,1,51,102
Buckinghamshire,BA,M,8,30,13,6,4,22,83
Buckinghamshire,BABX,F,0,0,0,0,0,4,4
Buckinghamshire,BABX,M,0,0,0,0,0,1,1
Buckinghamshire,BAL,M,1,0,0,0,0,0,1
Buckinghamshire,BARX,F,0,0,0,0,0,4,4
Buckinghamshire,BAWX,F,0,0,0,0,0,2,2
Buckinghamshire,BAWX,M,0,0,0,0,0,1,1
Buckinghamshire,BAX,F,480,503,132,110,105,421,"1,751"
Buckinghamshire,BAX,M,497,603,89,1,3,30,"1,223"
Buckinghamshire,BAZX,M,0,2,1,0,0,0,3
Buckinghamshire,BB,F,51,39,18,22,12,111,253
Buckinghamshire,BB,M,60,63,21,4,6,42,196
Buckinghamshire,BBX,F,584,730,330,265,244,798,"2,951"
Buckinghamshire,BBX,M,868,837,322,10,1,44,"2,082"
Buckinghamshire,BF,F,389,350,344,416,401,658,"2,558"
Buckinghamshire,BF,M,288,212,135,5,2,9,651
Buckinghamshire,BFX,F,53,43,38,6,21,16,177
Buckinghamshire,BFX,M,47,40,17,0,1,2,107
Buckinghamshire,BG,F,2,4,1,2,1,11,21
Buckinghamshire,BG,M,7,6,0,0,0,1,14
Buckinghamshire,BGX,F,0,0,2,1,0,0,3
Buckinghamshire,BGX,M,2,0,1,0,0,0,3
Buckinghamshire,BH,F,0,0,0,0,0,24,24
Buckinghamshire,BHX,F,0,0,0,0,0,3,3
Buckinghamshire,BHX,M,0,0,0,0,0,1,1
Buckinghamshire,BP,F,0,1,0,0,0,0,1
Buckinghamshire,BRX,F,1,0,0,0,0,0,1
Buckinghamshire,BRX,M,1,0,0,0,0,0,1
Buckinghamshire,BS,F,2,0,3,4,0,4,13
Buckinghamshire,BSH,F,17,8,4,7,6,19,61
Buckinghamshire,BSH,M,6,3,0,3,0,0,12
Buckinghamshire,BSHO,M,0,0,0,0,0,1,1
Buckinghamshire,BSHX,F,0,7,1,1,4,1,14
Buckinghamshire,BSHX,M,3,7,0,0,0,0,10
Buckinghamshire,BSX,F,3,3,3,6,4,5,24
Buckinghamshire,BSX,M,3,30,8,1,0,0,42
Buckinghamshire,BU,F,6,4,8,0,1,9,28
Buckinghamshire,BU,M,0,0,3,0,0,0,3
Buckinghamshire,BW,F,7,3,13,6,2,14,45
Buckinghamshire,BW,M,11,1,1,1,1,3,18
Buckinghamshire,BWX,F,1,1,1,4,0,3,10
Buckinghamshire,BWX,M,3,2,0,0,0,0,5
Buckinghamshire,BX,F,0,0,0,0,0,2,2
Buckinghamshire,CB,F,0,1,0,0,0,33,34
Buckinghamshire,CB,M,1,1,0,0,0,0,2
Buckinghamshire,CD,F,0,0,1,1,0,0,2
Buckinghamshire,CH,F,217,238,104,68,68,349,"1,044"
Buckinghamshire,CH,M,180,178,41,14,10,53,476
Buckinghamshire,CHX,F,861,873,254,112,106,873,"3,079"
Buckinghamshire,CHX,M,921,"1,277",241,12,2,76,"2,529"
Buckinghamshire,CON,F,0,0,0,0,0,11,11
Buckinghamshire,CON,M,0,0,0,0,0,20,20
Buckinghamshire,DE,F,0,0,0,0,0,3,3
Buckinghamshire,DEV,F,5,6,1,8,3,26,49
Buckinghamshire,DEV,M,4,11,3,1,0,2,21
Buckinghamshire,DEVX,F,45,28,23,8,9,23,136
Buckinghamshire,DEVX,M,43,51,5,1,0,1,101
Buckinghamshire,DEX,F,30,16,20,13,24,83,186
Buckinghamshire,DEX,M,39,20,4,3,1,8,75
Buckinghamshire,DEXX,F,0,3,0,0,0,4,7
Buckinghamshire,DEXX,M,0,1,1,0,0,0,2
Buckinghamshire,DRX,M,0,1,0,0,0,0,1
Buckinghamshire,DS,F,1,2,1,0,0,5,9
Buckinghamshire,DS,M,0,2,0,0,0,0,2
Buckinghamshire,DSX,F,16,6,0,0,0,0,22
Buckinghamshire,DSX,M,14,5,0,0,0,0,19
Buckinghamshire,DV,F,0,0,0,0,0,53,53
Buckinghamshire,DV,M,0,0,0,0,0,6,6
Buckinghamshire,DVX,F,0,0,0,0,0,9,9
Buckinghamshire,DVX,M,0,0,0,0,0,1,1
Buckinghamshire,FR,F,0,0,0,0,0,"1,781","1,781"
Buckinghamshire,FR,M,0,0,0,0,0,58,58
Buckinghamshire,FRX,F,0,0,0,0,0,80,80
Buckinghamshire,FRX,M,0,0,0,0,0,10,10
Buckinghamshire,GA,F,0,0,0,0,0,7,7
Buckinghamshire,GA,M,0,5,0,0,0,1,6
Buckinghamshire,GAX,F,0,0,0,0,0,7,7
Buckinghamshire,GAX,M,0,2,0,0,0,0,2
Buckinghamshire,GAY,F,0,0,0,0,1,2,3
Buckinghamshire,GAY,M,0,1,0,0,0,0,1
Buckinghamshire,GBX,F,1,0,0,0,0,1,2
Buckinghamshire,GBX,M,1,1,0,0,0,0,2
Buckinghamshire,GE,F,3,4,0,0,1,13,21
Buckinghamshire,GE,M,6,5,0,0,0,2,13
Buckinghamshire,GEX,F,11,8,0,0,1,13,33
Buckinghamshire,GEX,M,14,23,1,0,0,1,39
Buckinghamshire,GL,F,0,0,0,0,0,5,5
Buckinghamshire,GL,M,0,1,0,0,0,0,1
Buckinghamshire,GLX,F,0,0,1,0,1,0,2
Buckinghamshire,GU,F,38,28,57,68,61,198,450
Buckinghamshire,GU,M,14,6,3,0,0,2,25
Buckinghamshire,GUX,M,0,0,0,0,0,1,1
Buckinghamshire,H,F,0,0,0,0,0,69,69
Buckinghamshire,H,M,0,0,0,0,0,15,15
Buckinghamshire,HE,F,65,65,35,42,31,133,371
Buckinghamshire,HE,M,63,109,33,10,5,15,235
Buckinghamshire,HEBLX,F,0,0,0,0,0,59,59
Buckinghamshire,HEBLX,M,0,0,0,0,0,4,4
Buckinghamshire,HER,F,0,0,0,0,0,6,6
Buckinghamshire,HER,M,0,0,0,0,0,2,2
Buckinghamshire,HERX,F,0,0,0,0,0,20,20
Buckinghamshire,HEX,F,469,480,262,129,86,644,"2,070"
Buckinghamshire,HEX,M,518,732,248,2,1,22,"1,523"
Buckinghamshire,HF,F,901,"1,003","1,061",877,958,"1,671","6,471"
Buckinghamshire,HF,M,830,727,434,29,7,28,"2,055"
Buckinghamshire,HFX,F,96,92,83,97,51,107,526
Buckinghamshire,HFX,M,123,82,26,4,1,0,236
Buckinghamshire,HI,F,13,21,15,17,10,89,165
Buckinghamshire,HI,M,10,16,7,2,5,22,62
Buckinghamshire,HIX,F,3,5,2,1,3,2,16
Buckinghamshire,HIX,M,2,4,0,0,0,2,8
Buckinghamshire,HL,F,0,0,0,0,0,1,1
Buckinghamshire,HO,F,207,203,195,178,99,249,"1,131"
Buckinghamshire,HO,M,54,72,24,1,1,2,154
Buckinghamshire,HOX,F,22,6,6,0,1,14,49
Buckinghamshire,HOX,M,3,2,3,0,0,0,8
Buckinghamshire,HX,F,0,0,0,0,0,196,196
Buckinghamshire,HX,M,0,0,0,0,0,20,20
Buckinghamshire,IM,F,0,0,0,0,0,1,1
Buckinghamshire,JE,F,140,101,176,110,139,397,"1,063"
Buckinghamshire,JE,M,11,5,3,1,0,1,21
Buckinghamshire,JEX,F,5,1,4,1,1,17,29
Buckinghamshire,JEX,M,2,0,0,0,0,0,2
Buckinghamshire,JY,F,9,0,0,0,0,4,13
Buckinghamshire,LH,F,16,11,14,7,13,48,109
Buckinghamshire,LH,M,17,22,3,0,0,4,46
Buckinghamshire,LHX,F,0,8,0,1,3,7,19
Buckinghamshire,LHX,M,1,3,1,0,0,0,5
Buckinghamshire,LI,F,0,0,0,0,0,101,101
Buckinghamshire,LI,M,0,0,0,0,0,23,23
Buckinghamshire,LIM,F,315,256,176,147,99,493,"1,486"
Buckinghamshire,LIM,M,377,255,58,32,14,55,791
Buckinghamshire,LIM X,F,0,0,0,0,0,6,6
Buckinghamshire,LIMB,F,0,0,0,0,0,5,5
Buckinghamshire,LIMBX,F,0,0,0,0,0,58,58
